2018年07月06日,16368,230797,152146,1214068,5417,37338,8760,80753,395854,222810,342161,354602,50710,51017,17048,27803,96919,17253,36135,61037,11563,26575,19192,10960,839033,15574,48701,1104613,70026,30234,18691,39151,266700,140215,11768,84917,79042,109865,24824,41973,265621,3192657,17965,60284,80941,33822,57753,37574,2655672,742068,29597,425587,248484,218488,2033804,792278,45312,181036,694306,171013,64321,133047,253000,7148354,595927,4720147,1258336,1290819,2116973,4327132,218260,1102636,6756816,244736,2460536,1729206,157633,402366,207472,4195117,503599,4429573,327579,635357,780574,1220811,226946,577932,6444194,2863395,537299,653872,468277,369333,10594295,769717,260141,2099808,297773,12198221,26336105,2013497,4176274,2212813,540854,2140009,1136048,1434646,883913,21191295,50446510,2899955,6562070,1680798,3243644,19431095,3279857,77913308,1267673,2308453,1617177,6253983,10485511,3046214,7868153,9627571,26286282,9422371,4858970,8669637,13311951,56227673,24936123,23858325,8508788,12642930,778058936,5561561,10057009,14857011,15791798,24008214,14133588,10470569,24729835,6584471,10612556,11599934,22176150,11288421,17046449,27745961,79369196,16718084,15608346,33234918,41558141,28635008,20313778,10857988
2018年07月07日,16368,230797,152146,1214068,5417,37338,8760,80753,395854,222810,342161,354602,50710,51017,17048,27803,96919,17253,36135,61037,11563,26575,19192,10960,839033,15574,48701,1104613,70026,30234,18691,39151,266700,140215,11768,84917,79042,109865,24824,41973,265621,3192694,17965,60284,80941,33822,57753,37574,2655735,742068,29597,425587,248484,218488,2033804,792278,45312,181036,694306,171013,64321,133047,253000,7148354,595927,4720147,1258336,1290819,2116973,4327132,218260,1102636,6756816,251015,2460536,1729206,157633,402366,207472,4195117,503599,4429573,327579,635357,780574,1220811,226946,577932,6444188,2863395,537299,653872,468277,369333,10594295,769717,260141,2099808,297773,12198221,26336105,2015291,4178755,2212813,540854,2140009,1136048,1434646,883913,21212946,50446510,2899955,6562070,1680798,3243644,19431095,3279857,77913308,1267673,2308453,1617177,6253983,10488376,3046214,7868153,9627571,26286282,9424471,4858970,8669637,13311951,56441105,24965504,23900099,8508788,12642930,778073325,5561561,10057009,14857011,15791798,24008214,14147855,10470569,24758530,6584471,10612556,11599934,22176150,11288421,17046449,27960736,79369196,16784829,15608346,33244291,41826521,28663357,20579114,11492602
2018年07月08日,16368,230797,152146,1214068,5417,37338,8760,80753,395854,222810,342161,354602,50710,51017,17048,27803,96919,17253,36135,61037,11563,26575,19192,10960,839033,15574,48701,1104613,70026,30234,18691,39151,266700,140215,11768,84917,79042,109865,24824,41973,265621,3192694,17965,60284,80941,33822,57753,37574,2655803,742068,29597,425587,248484,218488,2298974,792278,45312,181036,694306,171013,64321,133047,253000,7148354,595927,4720147,1258336,1290819,2116973,4327132,218260,1102636,6756816,251015,2460536,1729206,157633,402366,207472,4195117,503599,4434789,327579,635357,780574,1220811,226946,577932,6444185,2863395,537299,653872,468277,369333,10594295,769717,260141,2099808,297773,12198221,26336105,2015291,4180889,2212813,540854,2140009,1136048,1434646,883913,21230270,50446510,2899955,6562070,1680798,3243644,19431095,3279857,77913308,1267673,2308453,1617177,6253983,10488376,3046214,7868153,9627571,26286282,9424471,4858970,8669637,13311951,56605722,25076875,23916868,8508788,12642930,778080768,5561561,10057009,14857011,15791798,24008214,14161538,10470569,24814196,6584471,10612556,11599934,22176150,11288421,17046449,27960736,79369196,16818061,15608346,33244291,42073170,28703100,21770408,12662677
2018年07月09日,16368,230797,152146,1214068,5417,37338,8760,80753,395854,222810,342161,354602,50710,51017,17048,27803,96919,17253,36135,61037,11563,26575,19192,10960,839033,15574,48701,1104613,70026,30234,18691,39151,266700,140215,11768,84917,79042,109865,24824,41973,265621,3192927,17965,60284,80941,33822,57753,37574,2655876,742068,29597,425587,248484,218488,2298974,792278,45312,181036,694306,171013,64321,133047,253000,7148354,595927,4720147,1258336,1290819,2116973,4327132,218260,1102636,6756816,251015,2460536,1729206,157633,402366,207472,4195117,503599,4434789,327579,635357,780574,1220811,226946,577932,6444179,2863395,537299,653872,468277,369333,10594295,769717,260141,2099808,297773,12198221,26336105,2015291,4180889,2212813,540854,2140009,1136048,1434646,883913,21258268,50446510,2899955,6562070,1680798,3243644,19431095,3279857,77913308,1267673,2308453,1617177,6253983,10488376,3046214,7868153,9627571,26286282,9427667,4858970,8669637,13311951,56797154,25192991,24070980,8508788,12642930,778088500,5561561,10057009,14857011,15791798,24008214,14161538,10470569,24930445,6584471,10612556,11599934,22176150,11288421,17046449,27961388,79369196,16827067,15608346,33244291,42373705,28724881,22873722,13732109
2018年07月10日,16368,230797,152146,1214068,5417,37338,8760,80753,395854,222810,342161,354602,50710,51017,17048,27803,96919,17253,36135,61037,11563,26575,19192,10960,839033,15574,48701,1104613,70026,30234,18691,39151,266700,140215,11768,84917,79042,109865,24824,41973,265621,3192949,17965,60284,80941,33822,57753,37574,2655948,742068,29597,425587,248484,218488,2298974,792278,45312,181036,694306,171013,64321,133047,253000,7148354,595927,4720147,1258336,1290819,2116973,4327132,218260,1102636,6770257,251015,2460536,1729206,157633,402366,207472,4195117,503599,4434789,327579,635357,780574,1220811,226946,577932,6444177,2863395,537299,653872,468277,369333,10594295,769717,260141,2099808,297773,12198221,26336105,2016488,4180889,2212813,540854,2151770,1136048,1434646,883913,21276296,50446510,2899955,6562070,1680798,3243644,19431095,3279857,77913308,1267673,2308453,1617177,6253983,10491295,3046214,7868153,9627571,26287411,9437951,4858970,8669637,13311951,56931654,25243366,24122978,8508788,12642930,778094488,5561561,10057009,14857011,15791798,24008214,14206235,10470569,25002322,6584471,10612556,11599934,22176150,11288421,17046449,27961388,79369196,16890059,15608346,33244291,42703298,28836353,22873722,14338853
2018年07月11日,16368,230797,152146,1214068,5417,37338,8760,80753,395854,222810,342161,354602,50710,51017,17048,27803,96919,17253,36135,61037,11563,26575,19192,10960,839033,15574,48701,1104613,70026,30234,18691,39151,266700,140215,11768,84917,79042,109865,24824,41973,265621,3192994,17965,60284,80941,33822,57753,37574,2656018,742068,29597,425587,248484,218488,2298974,792278,45312,181036,694306,171013,64321,133047,253000,7148354,595927,4720147,1258336,1290819,2116973,4327132,218260,1102636,6770257,251205,2460536,1729206,157633,402366,207472,4195117,504124,4434789,327579,635357,780574,1220811,226946,577932,6444168,2863395,537299,653872,468277,369333,10604382,769717,260141,2099808,297773,12198221,26337016,2016488,4180889,2212813,540854,2151770,1136048,1434646,883913,21276296,50446510,2899955,6562070,1680798,3247923,19431095,3279857,77913308,1267673,2308453,1617177,6253983,10491295,3046214,7868153,9627571,26287411,9439595,4858970,8669637,13385655,57164175,25243366,24133218,8508788,12642930,778105735,5561561,10057009,14870214,15791798,24008214,14206235,10470569,25052392,6584471,10612556,11599934,22176150,11398618,17046449,27971411,79369196,16890059,15608346,33244291,43136562,28966221,23427333,14452081
2018年07月12日,16368,230797,152253,1214068,5417,37338,8760,80753,395854,222810,342161,354602,50710,51017,17048,27803,96919,17253,36135,61037,11563,26575,19192,10960,839033,15574,48701,1104613,70026,30234,18691,39151,266700,140215,11768,84917,79042,109865,24824,41973,265621,3192994,17965,60284,80941,33822,57753,37574,2656091,742068,29597,425587,248484,218488,2298974,792278,45312,181036,694306,171013,64321,133047,253000,7148354,595927,4720147,1258336,1290819,2116973,4327132,218260,1102636,6770257,251326,2460536,1729206,157633,402366,207472,4195117,504124,4434789,327579,635357,780574,1220811,226946,577932,6444163,2863395,537299,653872,468277,369333,10604382,769717,260141,2099808,297773,12198221,26337016,2016488,4180889,2212813,540854,2172426,1136048,1434646,883913,21291930,50446510,2899955,6562070,1680798,3252593,19431095,3279857,77913308,1267673,2308453,1617177,6253983,10491295,3046214,7868153,9627571,26288258,9443904,4858970,8669637,13385655,57382813,25243366,24148745,8508788,12642930,778116793,5561561,10057009,14881955,15791798,24008214,14206235,10470569,25087686,6584471,10612556,11599934,22176150,11438170,17046449,27978137,79369196,16900923,15608346,33244291,43433992,29111015,24393623,15974923
2018年07月13日,16368,230797,152253,1214068,5417,37338,8760,80753,395854,222810,342161,354602,50710,51017,17048,27803,96919,17253,36135,61037,11563,26575,19192,10960,839033,15574,48701,1104613,70026,30234,18691,39151,266700,140215,11768,84917,79042,109865,24824,41973,265621,3192994,17965,60284,80941,33822,57753,37574,2666665,742068,29597,425587,248484,218488,2298974,792278,45312,181036,694306,171013,64321,133047,253000,7148354,595927,4720147,1258336,1290819,2116973,4327132,218260,1102636,6783333,251326,2460536,1729206,157633,402366,207472,4195117,504124,4434789,327579,635357,780574,1220811,226946,577932,6444159,2863395,537299,653872,468277,369333,10614314,769717,260141,2099808,297773,12198221,26337016,2016488,4180889,2212813,540854,2187087,1136048,1434646,883913,21318367,50446510,2899955,6562070,1680798,3252593,19431095,3279857,77913308,1267673,2308453,1617177,6253983,10491295,3046214,7868153,9632927,26290869,9455749,4858970,8669637,13385655,57506276,25252969,24148745,8508788,12642930,778121883,5561561,10057009,14894321,15791798,24008214,14290983,10470569,25135407,6584471,10612556,11599934,22176150,11438170,17046449,28410817,79369196,16947499,15608346,33244291,43746108,29120124,24788205,16650663
2018年07月14日,16368,230797,152253,1214068,5417,37338,8760,80753,395854,222810,342161,354602,50710,51017,17048,27803,96919,17253,36135,61037,11563,26575,19192,10960,839033,15574,48701,1104613,70026,30234,18691,39151,266700,140215,11768,84917,79042,109865,24824,41973,265621,3193224,17965,60284,80941,33822,57753,37574,2673591,742068,29597,425587,248484,218488,2298974,792278,45312,181036,694306,171013,64321,133047,253000,7148354,595927,4720147,1258336,1290819,2116973,4327132,218260,1102636,6783333,251326,2460536,1729206,157633,402366,207472,4195117,504124,4434789,327579,635357,780574,1220811,226946,577932,6444154,2863395,537299,653872,468277,369333,10624172,769717,260141,2099808,297773,12198221,26337016,2016488,4180889,2212813,540854,2195391,1136048,1434646,883913,21342657,50446510,2899955,6563715,1680798,3252593,19431095,3279857,77913308,1267673,2308453,1617177,6253983,10494858,3046214,7868153,9637875,26290869,9501123,4858970,8669637,13385655,57673318,25302968,24151907,8508788,12642930,778131516,5561561,10057009,14908357,15791798,24008214,14290983,10470569,25200459,6584471,10612556,11599934,22176150,11438170,17046449,29021960,79369196,16954573,15608346,33244291,43977189,29242811,24788205,17345830
2018年07月15日,16368,230797,152253,1214068,5417,37338,8760,80753,395854,222810,342161,354602,50710,51017,17048,27803,96919,17253,36135,61037,11563,26575,19192,10960,839033,15574,48701,1104613,70026,30234,18691,39151,266700,140215,11768,84917,79042,109865,24824,41973,265621,3193615,17965,60284,80941,33822,57753,37574,2676212,742068,29597,425587,248484,218488,2298974,792278,45312,181036,694306,171013,64321,133047,253000,7148354,595927,4720147,1258336,1290819,2116973,4327132,218260,1102636,6783333,251326,2460536,1729206,157633,402366,207472,4195117,504826,4438472,327579,635357,780574,1220811,226946,577932,6444149,2863395,537299,653872,468277,369333,10624172,769717,260141,2099808,297773,12198221,26337016,2016488,4184512,2212813,540854,2195391,1136048,1434646,883913,21389096,50446510,2899955,6566708,1680798,3252593,19431095,3279857,77913308,1267673,2308453,1617177,6253983,10494858,3046214,7868153,9646757,26375221,9501123,4858970,8669637,13385655,57878071,25406793,24221396,8508788,12642930,778141770,5561561,10057009,14908357,15791798,24008214,14290983,10470569,25271990,6584471,10612556,11599934,22176150,11438170,17046449,29021960,79369196,16983599,15608346,33244291,44274711,29354262,24798294,17874038
2018年07月16日,16368,230797,152253,1214068,5417,37338,8760,80753,395854,222810,342161,354602,50710,51017,17048,27803,96919,17253,36135,61037,11563,26575,19192,10960,839033,15574,48701,1104613,70026,30234,18691,39151,266700,140215,11768,84917,79042,109865,24824,41973,265621,3193615,17965,60284,80941,33822,57753,37574,2679551,742068,29597,425587,248484,218488,2298974,792278,45312,181036,694306,183193,64321,133047,253000,7148354,595927,4720147,1258336,1290819,2116973,4327132,218260,1102636,6791290,251405,2460536,1729206,157633,402366,207472,4195117,504826,4438472,327579,635357,780574,1220811,226946,577932,6444142,2867469,537299,653872,468277,369333,10624172,769717,260141,2099808,297773,12198221,26337016,2016488,4184512,2212813,540854,2195391,1136048,1434646,883913,21421480,50446510,2899955,6566708,1680798,3252593,19434346,3279857,77913308,1267673,2308453,1617177,6253983,10494858,3046214,7868153,9654966,26375221,9513271,4858970,8669637,13385655,58020376,25523219,24263799,8508788,12642930,778155311,5561561,10057009,14908357,15791798,24008214,14358200,10470569,25308262,6584471,10612556,11599934,22176150,11438170,17046449,29037030,79369196,17068702,15608346,33244291,44692322,29441514,24798294,18382814
2018年07月17日,16368,230797,152253,1214068,5417,37338,8760,80753,395854,222810,342161,354602,50710,51017,17048,27803,96919,17253,36135,61037,11563,26575,19192,10960,839033,15574,48701,1104613,70026,30234,18691,39151,266700,140215,11768,84917,79042,109865,24824,41973,265621,3193940,17965,60284,80941,33822,57753,37574,2682302,742068,29597,425587,248484,218488,2301871,792278,45312,181036,694306,183193,64321,133047,253000,7148354,595927,4720147,1258336,1290819,2116973,4327132,218260,1102636,6800221,251405,2460536,1729206,157633,402366,207472,4195117,504826,4438472,327579,635357,780574,1220811,226946,577932,6444140,2871884,537299,653872,468277,369333,10624172,769717,260141,2099808,297773,12198221,26337016,2023496,4186122,2212813,540854,2203118,1136048,1434646,883913,21432791,50446510,2899955,6566708,1680798,3252593,19434346,3279857,77913308,1267673,2308453,1617177,6253983,10498050,3046214,7868153,9663181,26375221,9513271,4858970,8669637,13385655,58159536,25556998,24328189,8508788,12642930,778162230,5561561,10057009,14910342,16044860,24008214,14358200,10470569,25424428,6584471,10612556,11599934,22176150,11452992,17046449,29037030,79369196,17079339,15608346,33244291,45026180,29519656,24798294,18382814
2018年07月18日,16368,230797,152253,1214068,5417,37338,8760,80753,395854,222810,342161,354602,50710,51017,17048,27803,96919,17253,36135,61037,11563,26575,19192,10960,839033,15574,48701,1104613,70026,30234,18691,39151,266700,140215,11768,84917,79042,109865,24824,41973,265621,3193940,17965,60284,80941,33822,57753,37574,2685787,742068,29597,425587,248484,218488,2301871,792278,45312,181036,694306,183193,64321,133047,253000,7148354,595927,4720147,1258336,1290819,2116973,4327132,218260,1102636,6800221,251405,2460536,1729206,157633,402366,207472,4195117,505688,4438472,327579,635357,780574,1220811,226946,577932,6444132,2871884,537299,653872,468277,369333,10633040,769717,260141,2099808,297773,12198221,26337016,2023496,4186122,2212813,540854,2203118,1136048,1434646,883913,21449625,50446510,2899955,6566708,1680798,3252593,19434346,3279857,77913308,1267673,2308453,1617177,6253983,10498050,3046214,7868153,9668726,26375221,9523577,4858970,8669637,13385655,58295730,25556998,24501940,8508788,12642930,778175982,5561561,10057009,14923543,16044860,24008214,14358200,10470569,25574709,6584471,10612556,11599934,22176150,11452992,17046449,29418018,79369196,17092980,15608346,33244291,45205332,29570760,24798294,18383878
2018年07月19日,16452,230797,152253,1214068,5417,37338,8760,80753,395854,222810,342161,354602,50710,51017,17048,27803,96919,17253,36135,61037,11563,26575,19192,10960,839033,15574,48701,1104613,70026,30234,18691,39151,266700,140215,11768,84917,79042,109865,24824,41973,265621,3195321,17965,60284,80941,33822,57753,37574,2686510,742068,29597,425587,248484,218488,2398179,792278,45312,181036,694306,183193,64321,133047,253000,7148354,595927,4720147,1258336,1290819,2116973,4327132,218260,1102636,6800221,251405,2460536,1729206,157633,402366,207472,4195117,505688,4438472,327579,635357,780574,1220811,226946,577932,6444127,2875967,537299,653872,468277,369333,10640969,769717,260141,2099808,297773,12198221,26337016,2023496,4186122,2212813,540854,2228931,1136048,1434646,883913,21475764,50446510,2899955,6566708,1680798,3252593,19441317,3279857,77913308,1267673,2308453,1617177,6253983,10580970,3046214,7874859,9675913,26375221,9523577,4858970,8669637,13385655,58439555,25565851,24521277,8508788,12642930,778191324,5561561,10057009,14929891,16044860,24008214,14358200,10470569,25672580,6584471,10612556,11599934,22176150,11452992,17046449,29540072,79369196,17776638,15608346,33244291,45457732,29579000,24798294,18384908
